order_item_id,order_id,product_id,quantity,unit_price,discount_pct,customer_id,order_date,order_status,sales_channel,customer_name,email,city,state,signup_date,customer_segment,product_name,category,brand,cost_price,list_price,gross,discount,net,cost,profit,margin_pct
20386,10386,46,1,3595,0,86,2026-02-09,Placed,Mobile,Customer 86,customer86@example.com,Bengaluru,Karnataka,2026-06-16,Corporate,Product 46,Electronics,Aster,1882.0,2653.62,3595,0.0,3595.0,1882.0,1713.0,47.65
20387,10387,3,2,3732,5,87,2026-03-14,Paid,Store,Customer 87,customer87@example.com,Hyderabad,Telangana,2026-07-19,Standard,Product 3,Sports,Cobalt,291.0,433.59,7464,373.20000000000005,7090.8,582.0,6508.8,91.79
20388,10388,10,3,3869,10,88,2026-04-19,Shipped,Web,Customer 88,customer88@example.com,Mumbai,Maharashtra,2026-08-22,Premium,Product 10,Fashion,Evergreen,550.0,775.5,11607,1160.7,10446.3,1650.0,8796.3,84.2
20389,10389,17,4,4006,15,89,2026-05-24,Delivered,Mobile,Customer 89,customer89@example.com,Pune,Maharashtra,2026-01-25,Corporate,Product 17,Home,BluePeak,809.0,1075.97,16024,2403.6,13620.4,3236.0,10384.4,76.24
20391,10391,31,1,4280,0,91,2026-07-07,Placed,Web,Customer 91,customer91@example.com,Chennai,Tamil Nadu,2026-03-04,Premium,Product 31,Electronics,Aster,1327.0,1977.23,4280,0.0,4280.0,1327.0,2953.0,69.0
20392,10392,38,2,4417,5,92,2026-08-12,Paid,Mobile,Customer 92,customer92@example.com,Bengaluru,Karnataka,2026-04-07,Corporate,Product 38,Sports,Cobalt,1586.0,2236.26,8834,441.70000000000005,8392.3,3172.0,5220.299999999999,62.2
20393,10393,45,3,4554,10,93,2026-01-17,Shipped,Store,Customer 93,customer93@example.com,Hyderabad,Telangana,2026-05-10,Standard,Product 45,Fashion,Evergreen,1845.0,2453.85,13662,1366.2,12295.8,5535.0,6760.799999999999,54.98
20394,10394,2,4,4691,15,94,2026-02-22,Delivered,Web,Customer 94,customer94@example.com,Mumbai,Maharashtra,2026-06-13,Premium,Product 2,Home,BluePeak,254.0,358.14,18764,2814.6,15949.4,1016.0,14933.4,93.63
20396,10396,16,1,4965,0,96,2026-04-05,Placed,Store,Customer 96,customer96@example.com,Kochi,Kerala,2026-08-19,Standard,Product 16,Electronics,Aster,772.0,965.0,4965,0.0,4965.0,772.0,4193.0,84.45
20397,10397,23,2,5102,5,97,2026-05-10,Paid,Web,Customer 97,customer97@example.com,Chennai,Tamil Nadu,2026-01-22,Premium,Product 23,Sports,Cobalt,1031.0,1536.19,10204,510.20000000000005,9693.8,2062.0,7631.799999999999,78.73
20398,10398,30,3,5239,10,98,2026-06-15,Shipped,Mobile,Customer 98,customer98@example.com,Bengaluru,Karnataka,2026-02-25,Corporate,Product 30,Fashion,Evergreen,1290.0,1818.9,15717,1571.7,14145.3,3870.0,10275.3,72.64
20399,10399,37,4,5376,15,99,2026-07-20,Delivered,Store,Customer 99,customer99@example.com,Hyderabad,Telangana,2026-03-01,Standard,Product 37,Home,BluePeak,1549.0,2060.17,21504,3225.6,18278.4,6196.0,12082.400000000001,66.1
20401,10401,1,1,5650,0,1,2026-01-03,Placed,Mobile,Customer 1,customer1@example.com,Chennai,Tamil Nadu,2026-01-04,Premium,Product 1,Electronics,Aster,217.0,288.61,5650,0.0,5650.0,217.0,5433.0,96.16
20402,10402,8,2,5787,5,2,2026-02-08,Paid,Store,Customer 2,customer2@example.com,Bengaluru,Karnataka,2026-02-07,Corporate,Product 8,Sports,Cobalt,476.0,595.0,11574,578.7,10995.3,952.0,10043.3,91.34
20403,10403,15,3,5924,10,3,2026-03-13,Shipped,Web,Customer 3,customer3@example.com,Hyderabad,Telangana,2026-03-10,Standard,Product 15,Fashion,Evergreen,735.0,1095.15,17772,1777.2,15994.8,2205.0,13789.8,86.21
20404,10404,22,4,6061,15,4,2026-04-18,Delivered,Mobile,Customer 4,customer4@example.com,Mumbai,Maharashtra,2026-04-13,Premium,Product 22,Home,BluePeak,994.0,1401.54,24244,3636.6,20607.4,3976.0,16631.4,80.71
20406,10406,36,1,6335,0,6,2026-06-01,Placed,Web,Customer 6,customer6@example.com,Kochi,Kerala,2026-06-19,Standard,Product 36,Electronics,Aster,1512.0,1890.0,6335,0.0,6335.0,1512.0,4823.0,76.13
20407,10407,43,2,6472,5,7,2026-07-06,Paid,Mobile,Customer 7,customer7@example.com,Chennai,Tamil Nadu,2026-07-22,Premium,Product 43,Sports,Cobalt,1771.0,2638.79,12944,647.2,12296.8,3542.0,8754.8,71.2
20408,10408,50,3,6609,10,8,2026-08-11,Shipped,Store,Customer 8,customer8@example.com,Bengaluru,Karnataka,2026-08-25,Corporate,Product 50,Fashion,Evergreen,2030.0,2862.3,19827,1982.7,17844.3,6090.0,11754.3,65.87
20409,10409,7,4,546,15,9,2026-01-16,Delivered,Web,Customer 9,customer9@example.com,Hyderabad,Telangana,2026-01-01,Standard,Product 7,Home,BluePeak,439.0,654.11,2184,327.59999999999997,1856.4,1756.0,100.40000000000009,5.41
20411,10411,21,1,820,0,11,2026-03-26,Placed,Store,Customer 11,customer11@example.com,Pune,Maharashtra,2026-03-07,Corporate,Product 21,Electronics,Aster,957.0,1272.81,820,0.0,820.0,957.0,-137.0,-16.71
20412,10412,28,2,957,5,12,2026-04-04,Paid,Web,Customer 12,customer12@example.com,Kochi,Kerala,2026-04-10,Standard,Product 28,Sports,Cobalt,1216.0,1520.0,1914,95.7,1818.3,2432.0,-613.7,-33.75
20413,10413,35,3,1094,10,13,2026-05-09,Shipped,Mobile,Customer 13,customer13@example.com,Chennai,Tamil Nadu,2026-05-13,Premium,Product 35,Fashion,Evergreen,1475.0,2197.75,3282,328.20000000000005,2953.8,4425.0,-1471.1999999999998,-49.81
20414,10414,42,4,1231,15,14,2026-06-14,Delivered,Store,Customer 14,customer14@example.com,Bengaluru,Karnataka,2026-06-16,Corporate,Product 42,Home,BluePeak,1734.0,2444.94,4924,738.6,4185.4,6936.0,-2750.6000000000004,-65.72
20416,10416,6,1,1505,0,16,2026-08-24,Placed,Mobile,Customer 16,customer16@example.com,Mumbai,Maharashtra,2026-08-22,Premium,Product 6,Electronics,Aster,402.0,566.82,1505,0.0,1505.0,402.0,1103.0,73.29
20417,10417,13,2,1642,5,17,2026-01-02,Paid,Store,Customer 17,customer17@example.com,Pune,Maharashtra,2026-01-25,Corporate,Product 13,Sports,Cobalt,661.0,879.13,3284,164.20000000000002,3119.8,1322.0,1797.8000000000002,57.63
20418,10418,20,3,1779,10,18,2026-02-07,Shipped,Web,Customer 18,customer18@example.com,Kochi,Kerala,2026-02-01,Standard,Product 20,Fashion,Evergreen,920.0,1150.0,5337,533.7,4803.3,2760.0,2043.3000000000002,42.54
20419,10419,27,4,1916,15,19,2026-03-12,Delivered,Mobile,Customer 19,customer19@example.com,Chennai,Tamil Nadu,2026-03-04,Premium,Product 27,Home,BluePeak,1179.0,1756.71,7664,1149.6,6514.4,4716.0,1798.3999999999996,27.61
20421,10421,41,1,2190,0,21,2026-05-22,Placed,Web,Customer 21,customer21@example.com,Hyderabad,Telangana,2026-05-10,Standard,Product 41,Electronics,Aster,1697.0,2257.01,2190,0.0,2190.0,1697.0,493.0,22.51
20422,10422,48,2,2327,5,22,2026-06-27,Paid,Mobile,Customer 22,customer22@example.com,Mumbai,Maharashtra,2026-06-13,Premium,Product 48,Sports,Cobalt,1956.0,2445.0,4654,232.70000000000002,4421.3,3912.0,509.3000000000002,11.52
20423,10423,5,3,2464,10,23,2026-07-05,Shipped,Store,Customer 23,customer23@example.com,Pune,Maharashtra,2026-07-16,Corporate,Product 5,Fashion,Evergreen,365.0,485.45,7392,739.2,6652.8,1095.0,5557.8,83.54
20424,10424,12,4,2601,15,24,2026-08-10,Delivered,Web,Customer 24,customer24@example.com,Kochi,Kerala,2026-08-19,Standard,Product 12,Home,BluePeak,624.0,780.0,10404,1560.6,8843.4,2496.0,6347.4,71.78
20426,10426,26,1,2875,0,26,2026-02-20,Placed,Store,Customer 26,customer26@example.com,Bengaluru,Karnataka,2026-02-25,Corporate,Product 26,Electronics,Aster,1142.0,1610.22,2875,0.0,2875.0,1142.0,1733.0,60.28
20427,10427,33,2,3012,5,27,2026-03-25,Paid,Web,Customer 27,customer27@example.com,Hyderabad,Telangana,2026-03-01,Standard,Product 33,Sports,Cobalt,1401.0,1863.33,6024,301.2,5722.8,2802.0,2920.8,51.04
20428,10428,40,3,3149,10,28,2026-04-03,Shipped,Mobile,Customer 28,customer28@example.com,Mumbai,Maharashtra,2026-04-04,Premium,Product 40,Fashion,Evergreen,1660.0,2075.0,9447,944.7,8502.3,4980.0,3522.2999999999993,41.43
20429,10429,47,4,3286,15,29,2026-05-08,Delivered,Store,Customer 29,customer29@example.com,Pune,Maharashtra,2026-05-07,Corporate,Product 47,Home,BluePeak,1919.0,2859.31,13144,1971.6,11172.4,7676.0,3496.3999999999996,31.29
20431,10431,11,1,3560,0,31,2026-07-18,Placed,Mobile,Customer 31,customer31@example.com,Chennai,Tamil Nadu,2026-07-13,Premium,Product 11,Electronics,Aster,587.0,874.63,3560,0.0,3560.0,587.0,2973.0,83.51
20432,10432,18,2,3697,5,32,2026-08-23,Paid,Store,Customer 32,customer32@example.com,Bengaluru,Karnataka,2026-08-16,Corporate,Product 18,Sports,Cobalt,846.0,1192.86,7394,369.70000000000005,7024.3,1692.0,5332.3,75.91
20433,10433,25,3,3834,10,33,2026-01-01,Shipped,Web,Customer 33,customer33@example.com,Hyderabad,Telangana,2026-01-19,Standard,Product 25,Fashion,Evergreen,1105.0,1469.65,11502,1150.2,10351.8,3315.0,7036.799999999999,67.98
20434,10434,32,4,3971,15,34,2026-02-06,Delivered,Mobile,Customer 34,customer34@example.com,Mumbai,Maharashtra,2026-02-22,Premium,Product 32,Home,BluePeak,1364.0,1705.0,15884,2382.6,13501.4,5456.0,8045.4,59.59
20436,10436,46,1,4245,0,36,2026-04-16,Placed,Web,Customer 36,customer36@example.com,Kochi,Kerala,2026-04-01,Standard,Product 46,Electronics,Aster,1882.0,2653.62,4245,0.0,4245.0,1882.0,2363.0,55.67
20437,10437,3,2,4382,5,37,2026-05-21,Paid,Mobile,Customer 37,customer37@example.com,Chennai,Tamil Nadu,2026-05-04,Premium,Product 3,Sports,Cobalt,291.0,433.59,8764,438.20000000000005,8325.8,582.0,7743.799999999999,93.01
20438,10438,10,3,4519,10,38,2026-06-26,Shipped,Store,Customer 38,customer38@example.com,Bengaluru,Karnataka,2026-06-07,Corporate,Product 10,Fashion,Evergreen,550.0,775.5,13557,1355.7,12201.3,1650.0,10551.3,86.48
20439,10439,17,4,4656,15,39,2026-07-04,Delivered,Web,Customer 39,customer39@example.com,Hyderabad,Telangana,2026-07-10,Standard,Product 17,Home,BluePeak,809.0,1075.97,18624,2793.6,15830.4,3236.0,12594.4,79.56
20441,10441,31,1,4930,0,41,2026-01-14,Placed,Store,Customer 41,customer41@example.com,Pune,Maharashtra,2026-01-16,Corporate,Product 31,Electronics,Aster,1327.0,1977.23,4930,0.0,4930.0,1327.0,3603.0,73.08
20442,10442,38,2,5067,5,42,2026-02-19,Paid,Web,Customer 42,customer42@example.com,Kochi,Kerala,2026-02-19,Standard,Product 38,Sports,Cobalt,1586.0,2236.26,10134,506.70000000000005,9627.3,3172.0,6455.299999999999,67.05
20443,10443,45,3,5204,10,43,2026-03-24,Shipped,Mobile,Customer 43,customer43@example.com,Chennai,Tamil Nadu,2026-03-22,Premium,Product 45,Fashion,Evergreen,1845.0,2453.85,15612,1561.2,14050.8,5535.0,8515.8,60.61
20444,10444,2,4,5341,15,44,2026-04-02,Delivered,Store,Customer 44,customer44@example.com,Bengaluru,Karnataka,2026-04-25,Corporate,Product 2,Home,BluePeak,254.0,358.14,21364,3204.6,18159.4,1016.0,17143.4,94.41
20446,10446,16,1,5615,0,46,2026-06-12,Placed,Mobile,Customer 46,customer46@example.com,Mumbai,Maharashtra,2026-06-04,Premium,Product 16,Electronics,Aster,772.0,965.0,5615,0.0,5615.0,772.0,4843.0,86.25
20447,10447,23,2,5752,5,47,2026-07-17,Paid,Store,Customer 47,customer47@example.com,Pune,Maharashtra,2026-07-07,Corporate,Product 23,Sports,Cobalt,1031.0,1536.19,11504,575.2,10928.8,2062.0,8866.8,81.13
20448,10448,30,3,5889,10,48,2026-08-22,Shipped,Web,Customer 48,customer48@example.com,Kochi,Kerala,2026-08-10,Standard,Product 30,Fashion,Evergreen,1290.0,1818.9,17667,1766.7,15900.3,3870.0,12030.3,75.66
20449,10449,37,4,6026,15,49,2026-01-27,Delivered,Mobile,Customer 49,customer49@example.com,Chennai,Tamil Nadu,2026-01-13,Premium,Product 37,Home,BluePeak,1549.0,2060.17,24104,3615.6,20488.4,6196.0,14292.400000000001,69.76
20451,10451,1,1,6300,0,51,2026-03-10,Placed,Web,Customer 51,customer51@example.com,Hyderabad,Telangana,2026-03-19,Standard,Product 1,Electronics,Aster,217.0,288.61,6300,0.0,6300.0,217.0,6083.0,96.56
20452,10452,8,2,6437,5,52,2026-04-15,Paid,Mobile,Customer 52,customer52@example.com,Mumbai,Maharashtra,2026-04-22,Premium,Product 8,Sports,Cobalt,476.0,595.0,12874,643.7,12230.3,952.0,11278.3,92.22
20453,10453,15,3,6574,10,53,2026-05-20,Shipped,Store,Customer 53,customer53@example.com,Pune,Maharashtra,2026-05-25,Corporate,Product 15,Fashion,Evergreen,735.0,1095.15,19722,1972.2,17749.8,2205.0,15544.8,87.58
20454,10454,22,4,511,15,54,2026-06-25,Delivered,Web,Customer 54,customer54@example.com,Kochi,Kerala,2026-06-01,Standard,Product 22,Home,BluePeak,994.0,1401.54,2044,306.59999999999997,1737.4,3976.0,-2238.6,-128.85
20456,10456,36,1,785,0,56,2026-08-08,Placed,Store,Customer 56,customer56@example.com,Bengaluru,Karnataka,2026-08-07,Corporate,Product 36,Electronics,Aster,1512.0,1890.0,785,0.0,785.0,1512.0,-727.0,-92.61
20457,10457,43,2,922,5,57,2026-01-13,Paid,Web,Customer 57,customer57@example.com,Hyderabad,Telangana,2026-01-10,Standard,Product 43,Sports,Cobalt,1771.0,2638.79,1844,92.2,1751.8,3542.0,-1790.2,-102.19
20458,10458,50,3,1059,10,58,2026-02-18,Shipped,Mobile,Customer 58,customer58@example.com,Mumbai,Maharashtra,2026-02-13,Premium,Product 50,Fashion,Evergreen,2030.0,2862.3,3177,317.70000000000005,2859.3,6090.0,-3230.7,-112.99
20459,10459,7,4,1196,15,59,2026-03-23,Delivered,Store,Customer 59,customer59@example.com,Pune,Maharashtra,2026-03-16,Corporate,Product 7,Home,BluePeak,439.0,654.11,4784,717.6,4066.4,1756.0,2310.4,56.82
20461,10461,21,1,1470,0,61,2026-05-06,Placed,Mobile,Customer 61,customer61@example.com,Chennai,Tamil Nadu,2026-05-22,Premium,Product 21,Electronics,Aster,957.0,1272.81,1470,0.0,1470.0,957.0,513.0,34.9
20462,10462,28,2,1607,5,62,2026-06-11,Paid,Store,Customer 62,customer62@example.com,Bengaluru,Karnataka,2026-06-25,Corporate,Product 28,Sports,Cobalt,1216.0,1520.0,3214,160.70000000000002,3053.3,2432.0,621.3000000000002,20.35
20463,10463,35,3,1744,10,63,2026-07-16,Shipped,Web,Customer 63,customer63@example.com,Hyderabad,Telangana,2026-07-01,Standard,Product 35,Fashion,Evergreen,1475.0,2197.75,5232,523.2,4708.8,4425.0,283.8000000000002,6.03
20464,10464,42,4,1881,15,64,2026-08-21,Delivered,Mobile,Customer 64,customer64@example.com,Mumbai,Maharashtra,2026-08-04,Premium,Product 42,Home,BluePeak,1734.0,2444.94,7524,1128.6,6395.4,6936.0,-540.6000000000004,-8.45
20466,10466,6,1,2155,0,66,2026-02-04,Placed,Web,Customer 66,customer66@example.com,Kochi,Kerala,2026-02-10,Standard,Product 6,Electronics,Aster,402.0,566.82,2155,0.0,2155.0,402.0,1753.0,81.35
20467,10467,13,2,2292,5,67,2026-03-09,Paid,Mobile,Customer 67,customer67@example.com,Chennai,Tamil Nadu,2026-03-13,Premium,Product 13,Sports,Cobalt,661.0,879.13,4584,229.20000000000002,4354.8,1322.0,3032.8,69.64
20468,10468,20,3,2429,10,68,2026-04-14,Shipped,Store,Customer 68,customer68@example.com,Bengaluru,Karnataka,2026-04-16,Corporate,Product 20,Fashion,Evergreen,920.0,1150.0,7287,728.7,6558.3,2760.0,3798.3,57.92
20469,10469,27,4,2566,15,69,2026-05-19,Delivered,Web,Customer 69,customer69@example.com,Hyderabad,Telangana,2026-05-19,Standard,Product 27,Home,BluePeak,1179.0,1756.71,10264,1539.6,8724.4,4716.0,4008.3999999999996,45.94
20471,10471,41,1,2840,0,71,2026-07-02,Placed,Store,Customer 71,customer71@example.com,Pune,Maharashtra,2026-07-25,Corporate,Product 41,Electronics,Aster,1697.0,2257.01,2840,0.0,2840.0,1697.0,1143.0,40.25
20472,10472,48,2,2977,5,72,2026-08-07,Paid,Web,Customer 72,customer72@example.com,Kochi,Kerala,2026-08-01,Standard,Product 48,Sports,Cobalt,1956.0,2445.0,5954,297.7,5656.3,3912.0,1744.3000000000002,30.84
20473,10473,5,3,3114,10,73,2026-01-12,Shipped,Mobile,Customer 73,customer73@example.com,Chennai,Tamil Nadu,2026-01-04,Premium,Product 5,Fashion,Evergreen,365.0,485.45,9342,934.2,8407.8,1095.0,7312.799999999999,86.98
20474,10474,12,4,3251,15,74,2026-02-17,Delivered,Store,Customer 74,customer74@example.com,Bengaluru,Karnataka,2026-02-07,Corporate,Product 12,Home,BluePeak,624.0,780.0,13004,1950.6,11053.4,2496.0,8557.4,77.42
20476,10476,26,1,3525,0,76,2026-04-27,Placed,Mobile,Customer 76,customer76@example.com,Mumbai,Maharashtra,2026-04-13,Premium,Product 26,Electronics,Aster,1142.0,1610.22,3525,0.0,3525.0,1142.0,2383.0,67.6
20477,10477,33,2,3662,5,77,2026-05-05,Paid,Store,Customer 77,customer77@example.com,Pune,Maharashtra,2026-05-16,Corporate,Product 33,Sports,Cobalt,1401.0,1863.33,7324,366.20000000000005,6957.8,2802.0,4155.8,59.73
20478,10478,40,3,3799,10,78,2026-06-10,Shipped,Web,Customer 78,customer78@example.com,Kochi,Kerala,2026-06-19,Standard,Product 40,Fashion,Evergreen,1660.0,2075.0,11397,1139.7,10257.3,4980.0,5277.299999999999,51.45
20479,10479,47,4,3936,15,79,2026-07-15,Delivered,Mobile,Customer 79,customer79@example.com,Chennai,Tamil Nadu,2026-07-22,Premium,Product 47,Home,BluePeak,1919.0,2859.31,15744,2361.6,13382.4,7676.0,5706.4,42.64
20481,10481,11,1,4210,0,81,2026-01-25,Placed,Web,Customer 81,customer81@example.com,Hyderabad,Telangana,2026-01-01,Standard,Product 11,Electronics,Aster,587.0,874.63,4210,0.0,4210.0,587.0,3623.0,86.06
20482,10482,18,2,4347,5,82,2026-02-03,Paid,Mobile,Customer 82,customer82@example.com,Mumbai,Maharashtra,2026-02-04,Premium,Product 18,Sports,Cobalt,846.0,1192.86,8694,434.70000000000005,8259.3,1692.0,6567.299999999999,79.51
20483,10483,25,3,4484,10,83,2026-03-08,Shipped,Store,Customer 83,customer83@example.com,Pune,Maharashtra,2026-03-07,Corporate,Product 25,Fashion,Evergreen,1105.0,1469.65,13452,1345.2,12106.8,3315.0,8791.8,72.62
20484,10484,32,4,4621,15,84,2026-04-13,Delivered,Web,Customer 84,customer84@example.com,Kochi,Kerala,2026-04-10,Standard,Product 32,Home,BluePeak,1364.0,1705.0,18484,2772.6,15711.4,5456.0,10255.4,65.27
20486,10486,46,1,4895,0,86,2026-06-23,Placed,Store,Customer 86,customer86@example.com,Bengaluru,Karnataka,2026-06-16,Corporate,Product 46,Electronics,Aster,1882.0,2653.62,4895,0.0,4895.0,1882.0,3013.0,61.55
20487,10487,3,2,5032,5,87,2026-07-01,Paid,Web,Customer 87,customer87@example.com,Hyderabad,Telangana,2026-07-19,Standard,Product 3,Sports,Cobalt,291.0,433.59,10064,503.20000000000005,9560.8,582.0,8978.8,93.91
20488,10488,10,3,5169,10,88,2026-08-06,Shipped,Mobile,Customer 88,customer88@example.com,Mumbai,Maharashtra,2026-08-22,Premium,Product 10,Fashion,Evergreen,550.0,775.5,15507,1550.7,13956.3,1650.0,12306.3,88.18
20489,10489,17,4,5306,15,89,2026-01-11,Delivered,Store,Customer 89,customer89@example.com,Pune,Maharashtra,2026-01-25,Corporate,Product 17,Home,BluePeak,809.0,1075.97,21224,3183.6,18040.4,3236.0,14804.400000000001,82.06
20491,10491,31,1,5580,0,91,2026-03-21,Placed,Mobile,Customer 91,customer91@example.com,Chennai,Tamil Nadu,2026-03-04,Premium,Product 31,Electronics,Aster,1327.0,1977.23,5580,0.0,5580.0,1327.0,4253.0,76.22
20492,10492,38,2,5717,5,92,2026-04-26,Paid,Store,Customer 92,customer92@example.com,Bengaluru,Karnataka,2026-04-07,Corporate,Product 38,Sports,Cobalt,1586.0,2236.26,11434,571.7,10862.3,3172.0,7690.299999999999,70.8
20493,10493,45,3,5854,10,93,2026-05-04,Shipped,Web,Customer 93,customer93@example.com,Hyderabad,Telangana,2026-05-10,Standard,Product 45,Fashion,Evergreen,1845.0,2453.85,17562,1756.2,15805.8,5535.0,10270.8,64.98
20494,10494,2,4,5991,15,94,2026-06-09,Delivered,Mobile,Customer 94,customer94@example.com,Mumbai,Maharashtra,2026-06-13,Premium,Product 2,Home,BluePeak,254.0,358.14,23964,3594.6,20369.4,1016.0,19353.4,95.01
20496,10496,16,1,6265,0,96,2026-08-19,Placed,Web,Customer 96,customer96@example.com,Kochi,Kerala,2026-08-19,Standard,Product 16,Electronics,Aster,772.0,965.0,6265,0.0,6265.0,772.0,5493.0,87.68
20497,10497,23,2,6402,5,97,2026-01-24,Paid,Mobile,Customer 97,customer97@example.com,Chennai,Tamil Nadu,2026-01-22,Premium,Product 23,Sports,Cobalt,1031.0,1536.19,12804,640.2,12163.8,2062.0,10101.8,83.05
20498,10498,30,3,6539,10,98,2026-02-02,Shipped,Store,Customer 98,customer98@example.com,Bengaluru,Karnataka,2026-02-25,Corporate,Product 30,Fashion,Evergreen,1290.0,1818.9,19617,1961.7,17655.3,3870.0,13785.3,78.08
20499,10499,37,4,476,15,99,2026-03-07,Delivered,Web,Customer 99,customer99@example.com,Hyderabad,Telangana,2026-03-01,Standard,Product 37,Home,BluePeak,1549.0,2060.17,1904,285.59999999999997,1618.4,6196.0,-4577.6,-282.85
20501,10001,1,1,750,0,1,2026-01-01,Placed,Web,Customer 1,customer1@example.com,Chennai,Tamil Nadu,2026-01-04,Premium,Product 1,Electronics,Aster,217.0,288.61,750,0.0,750.0,217.0,533.0,71.07
20502,10002,8,2,887,5,2,2026-02-06,Paid,Mobile,Customer 2,customer2@example.com,Bengaluru,Karnataka,2026-02-07,Corporate,Product 8,Sports,Cobalt,476.0,595.0,1774,88.7,1685.3,952.0,733.3,43.51
20503,10003,15,3,1024,10,3,2026-03-11,Shipped,Store,Customer 3,customer3@example.com,Hyderabad,Telangana,2026-03-10,Standard,Product 15,Fashion,Evergreen,735.0,1095.15,3072,307.20000000000005,2764.8,2205.0,559.8000000000002,20.25
20504,10004,22,4,1161,15,4,2026-04-16,Delivered,Web,Customer 4,customer4@example.com,Mumbai,Maharashtra,2026-04-13,Premium,Product 22,Home,BluePeak,994.0,1401.54,4644,696.6,3947.4,3976.0,-28.59999999999991,-0.72
20506,10006,36,1,1435,0,6,2026-06-26,Placed,Store,Customer 6,customer6@example.com,Kochi,Kerala,2026-06-19,Standard,Product 36,Electronics,Aster,1512.0,1890.0,1435,0.0,1435.0,1512.0,-77.0,-5.37
20507,10007,43,2,1572,5,7,2026-07-04,Paid,Web,Customer 7,customer7@example.com,Chennai,Tamil Nadu,2026-07-22,Premium,Product 43,Sports,Cobalt,1771.0,2638.79,3144,157.20000000000002,2986.8,3542.0,-555.1999999999998,-18.59
20508,10008,50,3,1709,10,8,2026-08-09,Shipped,Mobile,Customer 8,customer8@example.com,Bengaluru,Karnataka,2026-08-25,Corporate,Product 50,Fashion,Evergreen,2030.0,2862.3,5127,512.7,4614.3,6090.0,-1475.6999999999998,-31.98
20509,10009,7,4,1846,15,9,2026-01-14,Delivered,Store,Customer 9,customer9@example.com,Hyderabad,Telangana,2026-01-01,Standard,Product 7,Home,BluePeak,439.0,654.11,7384,1107.6,6276.4,1756.0,4520.4,72.02
20511,10011,21,1,2120,0,11,2026-03-24,Placed,Mobile,Customer 11,customer11@example.com,Pune,Maharashtra,2026-03-07,Corporate,Product 21,Electronics,Aster,957.0,1272.81,2120,0.0,2120.0,957.0,1163.0,54.86
20512,10012,28,2,2257,5,12,2026-04-02,Paid,Store,Customer 12,customer12@example.com,Kochi,Kerala,2026-04-10,Standard,Product 28,Sports,Cobalt,1216.0,1520.0,4514,225.70000000000002,4288.3,2432.0,1856.3000000000002,43.29
20513,10013,35,3,2394,10,13,2026-05-07,Shipped,Web,Customer 13,customer13@example.com,Chennai,Tamil Nadu,2026-05-13,Premium,Product 35,Fashion,Evergreen,1475.0,2197.75,7182,718.2,6463.8,4425.0,2038.8000000000002,31.54
20514,10014,42,4,2531,15,14,2026-06-12,Delivered,Mobile,Customer 14,customer14@example.com,Bengaluru,Karnataka,2026-06-16,Corporate,Product 42,Home,BluePeak,1734.0,2444.94,10124,1518.6,8605.4,6936.0,1669.3999999999996,19.4
20516,10016,6,1,2805,0,16,2026-08-22,Placed,Web,Customer 16,customer16@example.com,Mumbai,Maharashtra,2026-08-22,Premium,Product 6,Electronics,Aster,402.0,566.82,2805,0.0,2805.0,402.0,2403.0,85.67
20517,10017,13,2,2942,5,17,2026-01-27,Paid,Mobile,Customer 17,customer17@example.com,Pune,Maharashtra,2026-01-25,Corporate,Product 13,Sports,Cobalt,661.0,879.13,5884,294.2,5589.8,1322.0,4267.8,76.35
20518,10018,20,3,3079,10,18,2026-02-05,Shipped,Store,Customer 18,customer18@example.com,Kochi,Kerala,2026-02-01,Standard,Product 20,Fashion,Evergreen,920.0,1150.0,9237,923.7,8313.3,2760.0,5553.299999999999,66.8
20519,10019,27,4,3216,15,19,2026-03-10,Delivered,Web,Customer 19,customer19@example.com,Chennai,Tamil Nadu,2026-03-04,Premium,Product 27,Home,BluePeak,1179.0,1756.71,12864,1929.6,10934.4,4716.0,6218.4,56.87
20521,10021,41,1,3490,0,21,2026-05-20,Placed,Store,Customer 21,customer21@example.com,Hyderabad,Telangana,2026-05-10,Standard,Product 41,Electronics,Aster,1697.0,2257.01,3490,0.0,3490.0,1697.0,1793.0,51.38
20522,10022,48,2,3627,5,22,2026-06-25,Paid,Web,Customer 22,customer22@example.com,Mumbai,Maharashtra,2026-06-13,Premium,Product 48,Sports,Cobalt,1956.0,2445.0,7254,362.70000000000005,6891.3,3912.0,2979.3,43.23
20523,10023,5,3,3764,10,23,2026-07-03,Shipped,Mobile,Customer 23,customer23@example.com,Pune,Maharashtra,2026-07-16,Corporate,Product 5,Fashion,Evergreen,365.0,485.45,11292,1129.2,10162.8,1095.0,9067.8,89.23
20524,10024,12,4,3901,15,24,2026-08-08,Delivered,Store,Customer 24,customer24@example.com,Kochi,Kerala,2026-08-19,Standard,Product 12,Home,BluePeak,624.0,780.0,15604,2340.6,13263.4,2496.0,10767.4,81.18
20526,10026,26,1,4175,0,26,2026-02-18,Placed,Mobile,Customer 26,customer26@example.com,Bengaluru,Karnataka,2026-02-25,Corporate,Product 26,Electronics,Aster,1142.0,1610.22,4175,0.0,4175.0,1142.0,3033.0,72.65
20527,10027,33,2,4312,5,27,2026-03-23,Paid,Store,Customer 27,customer27@example.com,Hyderabad,Telangana,2026-03-01,Standard,Product 33,Sports,Cobalt,1401.0,1863.33,8624,431.20000000000005,8192.8,2802.0,5390.799999999999,65.8
